"Name","Location","Date","Value","Unit"
"ROI Power Gen - Forecast EOD gas consumption for Gas Day","ROI Power Gen",2018-09-29,101533624,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-01,57062501,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-02,54855833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-03,69217500,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-04,96651666,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-05,100158333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-06,87101389,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-07,94461945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-08,83587224,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-09,90214999,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-10,107047224,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-11,93956665,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-12,50416389,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-13,82348334,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-14,52496944,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-15,52970278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-16,58262223,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-17,63875000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-18,80844722,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-19,93859722,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-20,91929723,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-21,70027778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-22,66625833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-23,50971945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-24,55146944,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-25,76353890,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-26,88374167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-27,53817777,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-28,60649723,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-29,100755833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-30,76901945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-01-31,60885833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-01,68603333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-02,95029167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-03,69517222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-04,92527222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-05,100791388,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-06,92428334,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-07,97902498,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-08,83268890,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-09,75107222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-10,61927778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-11,77347222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-12,65632223,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-13,72161110,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-14,49393611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-15,65791945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-16,81790555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-17,99561667,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-18,91093056,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-19,97713334,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-20,96852222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-21,93806667,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-22,73434444,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-23,52203332,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-24,64644722,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-25,54523334,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-26,75694444,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-27,76826944,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-02-28,65819999,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-01,57535834,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-02,55888888,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-03,58966667,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-04,90732778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-05,119278333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-06,110153333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-07,93698333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-08,106025277,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-09,85051111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-10,70279166,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-11,90498918,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-12,102743056,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-13,68089721,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-14,51882222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-15,76281110,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-16,74621946,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-17,53661389,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-18,57494722,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-19,86022778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-20,119026112,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-21,89230556,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-22,62675278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-23,94490001,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-24,91345000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-25,94398333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-26,81106667,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-27,78116945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-28,94735000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-29,105493611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-30,100203889,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-03-31,96086944,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-01,70257778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-02,85085277,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-03,95623610,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-04,89455556,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-05,60741945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-06,67429167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-07,108656388,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-08,106938890,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-09,97558333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-10,99170556,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-11,109583610,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-12,122069445,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-13,112308612,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-14,70806668,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-15,65143888,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-16,61242222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-17,58655555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-18,63811667,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-19,94637778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-20,104915833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-21,95555555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-22,62674445,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-23,67048611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-24,91138611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-25,66616110,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-26,92823334,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-27,106443612,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-28,109106388,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-29,102880000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-04-30,97988333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-01,65320557,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-02,71755556,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-03,86560278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-04,102688055,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-05,89651111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-06,94820555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-07,87247778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-08,82689167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-09,68343611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-10,80004167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-11,103495834,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-12,117782778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-13,109270833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-14,129285000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-15,88833056,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-16,91795832,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-17,109996111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-18,100944444,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-19,75222223,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-20,88470278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-21,98191668,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-22,132549165,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-23,130880277,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-24,130196109,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-25,99801390,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-26,86566944,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-27,109144167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-28,137844166,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-29,130231390,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-30,133066389,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-05-31,140057499,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-01,137857222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-02,134337501,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-03,133726945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-04,134197222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-05,137718612,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-06,133939723,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-07,131969168,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-08,134926111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-09,131256944,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-10,131438334,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-11,129389999,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-12,129672779,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-13,79780000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-14,78310000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-15,97140000,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-16,91320555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-17,84444721,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-18,107664166,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-19,97358888,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-20,82753890,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-21,114821082,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-22,128917777,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-23,127597779,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-24,134165834,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-25,133934445,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-26,131923611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-27,136500476,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-28,133414722,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-29,133561945,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-06-30,123060833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-01,86017222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-02,106715834,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-03,119028055,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-04,121177223,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-05,134505556,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-06,134849443,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-07,125192223,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-08,125874723,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-09,131827777,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-10,132642222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-11,134131666,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-12,141483889,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-13,132829167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-14,102881111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-15,115017778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-16,138807222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-17,146025834,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-18,149736666,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-19,144215278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-20,126567222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-21,123465277,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-22,125704445,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-23,135397779,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-24,128127779,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-25,105132777,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-26,101553889,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-27,118176388,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-28,89426666,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-29,98363889,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-30,99826944,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-07-31,76900833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-01,86745555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-02,125306389,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-03,127306946,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-04,128501111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-05,119728334,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-06,123797500,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-07,119087222,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-08,108285555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-09,122745556,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-10,118975278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-11,111125833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-12,126260001,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-13,118960278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-14,80948611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-15,78895278,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-16,81045555,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-17,68594444,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-18,74361111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-19,115504167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-20,132896388,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-21,119303054,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-22,127926111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-23,80099999,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-24,83206111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-25,104818056,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-26,60530556,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-27,90746112,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-28,110011668,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-29,126508891,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-30,128446387,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-08-31,102268333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-01,112961110,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-02,91704167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-03,103632779,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-04,116098611,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-05,113430277,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-06,102989445,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-07,105770833,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-08,84606111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-09,62809722,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-10,68415834,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-11,86754167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-12,97003333,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-13,83712777,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-14,94733612,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-15,83559444,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-16,78684445,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-17,71104723,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-18,63433889,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-19,63743056,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-20,101742778,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-21,71369999,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-22,107932224,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-23,87316111,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-24,112846112,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-25,66405279,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-26,100557502,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-27,111199167,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-28,127883613,"kWh"
"ROI Power Gen - Gas Consumption by Market Sector","ROI Power Gen",2018-09-29,101897222,"kWh"
"Total LDM - Gas Consumption by Market Sector","Total LDM",2018-01-01,115846368,"kWh"
"Total LDM - Gas Consumption by Market Sector","Total LDM",2018-01-02,115847980,"kWh"
"Total LDM - Gas Consumption by Market Sector","Total LDM",2018-01-03,136163230,"kWh"
"Total LDM - Gas Consumption by Market Sector","Total LDM",2018-01-04,174442796,"kWh"
"Total LDM - Gas Consumption by Market Sector","Total LDM",2018-01-05,172507288,"kWh"
"Total LDM - Gas Consumption by Market Sector","Total LDM",2018-01-06,160583117,"kWh"
"Total LDM - Gas Consumption by Market Sector","Total LDM",2018-01-07,166437797,"kWh"
